"ind_id","ind_nm","cty_id","cty_nm","cty_iso","date","value","unit","obs_sttus","decimal"
"NY.GDP.MKTP.CD","GDP (current US$)","V2","Early-demographic dividend","EAR","2018",11504322295801.5,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","Z4","East Asia & Pacific","EAS","2022",30712490177155.8,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","Z4","East Asia & Pacific","EAS","2021",31141271720840.7,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","Z4","East Asia & Pacific","EAS","2020",27155249687649.4,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","Z4","East Asia & Pacific","EAS","2019",27032674446875.7,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","Z4","East Asia & Pacific","EAS","2018",26487849774769.5,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","4E","East Asia & Pacific (excluding high income)","EAP","2022",21193771562304.2,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","4E","East Asia & Pacific (excluding high income)","EAP","2021",20839170495754.4,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","4E","East Asia & Pacific (excluding high income)","EAP","2020",17487617929386.2,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","4E","East Asia & Pacific (excluding high income)","EAP","2019",17213484850175.7,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","4E","East Asia & Pacific (excluding high income)","EAP","2018",16640611153965.4,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T4","East Asia & Pacific (IDA & IBRD countries)","TEA","2022",21167325456079.4,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T4","East Asia & Pacific (IDA & IBRD countries)","TEA","2021",20813163295456.1,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T4","East Asia & Pacific (IDA & IBRD countries)","TEA","2020",17465796008751.6,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T4","East Asia & Pacific (IDA & IBRD countries)","TEA","2019",17192007435430.8,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T4","East Asia & Pacific (IDA & IBRD countries)","TEA","2018",16619858519557.6,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area","EMU","2022",14207593902747.6,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area","EMU","2021",14754736438720.2,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area","EMU","2020",13154981793981.9,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area","EMU","2019",13480528531193.6,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XC","Euro area","EMU","2018",13760663487274.4,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia","ECS","2022",25344209837077.1,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia","ECS","2021",25324876871395.7,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia","ECS","2020",22156584402676.9,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia","ECS","2019",22907909231787.3,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","Z7","Europe & Central Asia","ECS","2018",23188460071899.6,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)","ECA","2022",4129330109662.66,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)","ECA","2021",3580124604033.79,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)","ECA","2020",2991607694833.72,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)","ECA","2019",3250597309710.46,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","7E","Europe & Central Asia (excluding high income)","ECA","2018",3183375960368.66,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)","TEC","2022",5189746524698.23,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)","TEC","2021",4616362221588.67,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)","TEC","2020",3900173017455.42,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)","TEC","2019",4159143876282.08,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T7","Europe & Central Asia (IDA & IBRD countries)","TEC","2018",4076953150706.89,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union","EUU","2022",16746544871112,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union","EUU","2021",17315218527836.1,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union","EUU","2020",15381174426002.4,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union","EUU","2019",15693432719569.6,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","EU","European Union","EUU","2018",15980992271824.9,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","F1","Fragile and conflict affected situations","FCS","2022",1906134056808.84,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","F1","Fragile and conflict affected situations","FCS","2021",1782595197342.36,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","F1","Fragile and conflict affected situations","FCS","2020",1666563897610.01,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","F1","Fragile and conflict affected situations","FCS","2019",1838740662563.75,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","F1","Fragile and conflict affected situations","FCS","2018",1735106586576.45,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XE","Heavily indebted poor countries (HIPC)","HPC","2022",980688371242.572,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XE","Heavily indebted poor countries (HIPC)","HPC","2021",901695869344.623,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XE","Heavily indebted poor countries (HIPC)","HPC","2020",811638956819.199,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XE","Heavily indebted poor countries (HIPC)","HPC","2019",802980678249.156,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XE","Heavily indebted poor countries (HIPC)","HPC","2018",774573998850.906,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XD","High income","","2022",61729512123777.9,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XD","High income","","2021",60245547578675.3,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XD","High income","","2020",53962245346670.1,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XD","High income","","2019",55313082529074.3,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XD","High income","","2018",54836830985504.1,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XF","IBRD only","IBD","2022",37752366428370,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XF","IBRD only","IBD","2021",35660094024046,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XF","IBRD only","IBD","2020",30066587396556.6,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XF","IBRD only","IBD","2019",31223142705198.9,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XF","IBRD only","IBD","2018",30560357864180,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZT","IDA & IBRD total","IBT","2022",40573962163610.3,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZT","IDA & IBRD total","IBT","2021",38289419290322.9,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZT","IDA & IBRD total","IBT","2020",32484256023838.5,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZT","IDA & IBRD total","IBT","2019",33691655159953.4,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZT","IDA & IBRD total","IBT","2018",32938136046152.3,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XH","IDA blend","IDB","2022",1175091814528.12,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XH","IDA blend","IDB","2021",1097399972030.71,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XH","IDA blend","IDB","2020",1003544540837.38,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XH","IDA blend","IDB","2019",1070881784785.96,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XH","IDA blend","IDB","2018",1049969368721.42,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XI","IDA only","IDX","2022",1647744371553.08,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XI","IDA only","IDX","2021",1533308141483.89,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XI","IDA only","IDX","2020",1413399718729.76,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XI","IDA only","IDX","2019",1397275344254.43,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XI","IDA only","IDX","2018",1327821959516.08,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XG","IDA total","IDA","2022",2822821779328.87,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XG","IDA total","IDA","2021",2630708113514.59,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XG","IDA total","IDA","2020",2416944259567.14,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XG","IDA total","IDA","2019",2468157129040.39,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XG","IDA total","IDA","2018",2377791328237.5,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V3","Late-demographic dividend","LTE","2022",28075737913541.5,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V3","Late-demographic dividend","LTE","2021",26841170398812.4,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V3","Late-demographic dividend","LTE","2020",22529291712189.9,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V3","Late-demographic dividend","LTE","2019",23047304219392.9,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V3","Late-demographic dividend","LTE","2018",22622945177203.9,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZJ","Latin America & Caribbean","LCN","2022",6302490414791.98,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZJ","Latin America & Caribbean","LCN","2021",5553340649720.43,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZJ","Latin America & Caribbean","LCN","2020",4809518812031.76,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZJ","Latin America & Caribbean","LCN","2019",5660897574206.23,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZJ","Latin America & Caribbean","LCN","2018",5742577449796.09,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XJ","Latin America & Caribbean (excluding high income)","LAC","2022",5352536850675.35,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XJ","Latin America & Caribbean (excluding high income)","LAC","2021",4665360652347.6,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XJ","Latin America & Caribbean (excluding high income)","LAC","2020",4051085288658.45,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XJ","Latin America & Caribbean (excluding high income)","LAC","2019",4805258641141.59,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XJ","Latin America & Caribbean (excluding high income)","LAC","2018",4870478423342.98,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T2","Latin America & the Caribbean (IDA & IBRD countries)","TLA","2022",6001569526439.77,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T2","Latin America & the Caribbean (IDA & IBRD countries)","TLA","2021",5281323492901.43,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T2","Latin America & the Caribbean (IDA & IBRD countries)","TLA","2020",4561170249972.34,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T2","Latin America & the Caribbean (IDA & IBRD countries)","TLA","2019",5409465895796.12,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T2","Latin America & the Caribbean (IDA & IBRD countries)","TLA","2018",5500845963862.16,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XL","Least developed countries: UN classification","LDC","2022",1424210446281.73,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XL","Least developed countries: UN classification","LDC","2021",1265336288798.07,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XL","Least developed countries: UN classification","LDC","2020",1160259828981.81,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XL","Least developed countries: UN classification","LDC","2019",1150342153767.93,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XL","Least developed countries: UN classification","LDC","2018",1090340580865.41,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XO","Low & middle income","LMY","2022",38810361603320.3,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XO","Low & middle income","LMY","2021",36577654820988.3,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XO","Low & middle income","LMY","2020",31016572707362.3,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XO","Low & middle income","LMY","2019",32161964423657,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XO","Low & middle income","LMY","2018",31407572198498.7,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XM","Low income","","2022",528124562235.072,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XM","Low income","","2021",465047139991.799,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XM","Low income","","2020",438045256317.456,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XM","Low income","","2019",445190704339.154,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XM","Low income","","2018",418173076161.261,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XN","Lower middle income","","2022",8171521483867.57,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XN","Lower middle income","","2021",7595602780154.06,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XN","Lower middle income","","2020",6618962128022.98,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XN","Lower middle income","","2019",6884143285710.08,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XN","Lower middle income","","2018",6612134450126.96,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZQ","Middle East & North Africa","MEA","2022",4426622170629,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZQ","Middle East & North Africa","MEA","2021",3741604188467.06,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZQ","Middle East & North Africa","MEA","2020",3158039788618.23,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZQ","Middle East & North Africa","MEA","2019",3522918900782.3,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZQ","Middle East & North Africa","MEA","2018",3518411932515.51,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XQ","Middle East & North Africa (excluding high income)","MNA","2022",1696713423187.56,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XQ","Middle East & North Africa (excluding high income)","MNA","2021",1501058612650.41,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XQ","Middle East & North Africa (excluding high income)","MNA","2020",1284883935067.64,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XQ","Middle East & North Africa (excluding high income)","MNA","2019",1408624311737.43,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XQ","Middle East & North Africa (excluding high income)","MNA","2018",1401837441911.77,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T3","Middle East & North Africa (IDA & IBRD countries)","TMN","2022",1677609783949.53,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T3","Middle East & North Africa (IDA & IBRD countries)","TMN","2021",1482949612650.41,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T3","Middle East & North Africa (IDA & IBRD countries)","TMN","2020",1269352235067.64,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T3","Middle East & North Africa (IDA & IBRD countries)","TMN","2019",1391490811737.43,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T3","Middle East & North Africa (IDA & IBRD countries)","TMN","2018",1385560841911.77,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XP","Middle income","MIC","2022",38281934115375.7,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XP","Middle income","MIC","2021",36110412339698.7,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XP","Middle income","MIC","2020",30578372789487.2,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XP","Middle income","MIC","2019",31716230149539,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XP","Middle income","MIC","2018",30988164983467.2,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XU","North America","NAC","2022",27608729369422,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XU","North America","NAC","2021",25329679941464.1,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XU","North America","NAC","2020",22723045490000.2,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XU","North America","NAC","2019",23132124767672.5,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XU","North America","NAC","2018",22265612481783,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XY","Not classified","","2022",NA,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XY","Not classified","","2021",NA,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XY","Not classified","","2020",NA,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XY","Not classified","","2019",NA,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XY","Not classified","","2018",NA,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","OE","OECD members","OED","2022",59849878381707.5,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","OE","OECD members","OED","2021",58623788402038.1,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","OE","OECD members","OED","2020",52590370145873.6,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","OE","OECD members","OED","2019",53912943272768,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","OE","OECD members","OED","2018",53402556614341.3,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S4","Other small states","OSS","2022",530807158164.414,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S4","Other small states","OSS","2021",457103617285.36,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S4","Other small states","OSS","2020",378440036056.011,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S4","Other small states","OSS","2019",434461797325.026,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S4","Other small states","OSS","2018",443324754299.418,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states","PSS","2022",10324332231.7802,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states","PSS","2021",9500154100.4459,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states","PSS","2020",9492350931.30444,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states","PSS","2019",10709524679.9782,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S2","Pacific island small states","PSS","2018",10764416947.198,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend","PST","2022",56211584699649.4,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend","PST","2021",55301094121160.7,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend","PST","2020",49740885136767.3,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend","PST","2019",50878122051753.5,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V4","Post-demographic dividend","PST","2018",50380466224066,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend","PRE","2022",1617245641605.59,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend","PRE","2021",1432814193024.43,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend","PRE","2020",1309417999889.29,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend","PRE","2019",1426582966203.49,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","V1","Pre-demographic dividend","PRE","2018",1353328613575.52,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states","SST","2022",636018280142.001,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states","SST","2021",542727261728.344,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states","SST","2020",453792483117.133,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states","SST","2019",522425066419.733,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","S1","Small states","SST","2018",530629968630.175,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia","SAS","2022",4390347563465.91,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia","SAS","2021",4062850047299.39,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia","SAS","2020",3489923527067.67,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia","SAS","2019",3658216510053.27,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","8S","South Asia","SAS","2018",3534083235323.88,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)","TSA","2022",4390347563465.91,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)","TSA","2021",4062850047299.39,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)","TSA","2020",3489923527067.67,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)","TSA","2019",3658216510053.27,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T5","South Asia (IDA & IBRD)","TSA","2018",3534083235323.88,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa","SSF","2022",2060531397309.08,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa","SSF","2021",1931458241338.34,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa","SSF","2020",1715842671714.98,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa","SSF","2019",1829596580378.4,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZG","Sub-Saharan Africa","SSF","2018",1780679619928.75,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)","SSA","2022",2058942959164.7,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)","SSA","2021",1930171554030.08,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)","SSA","2020",1714659156400.95,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)","SSA","2019",1827951489811.35,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","ZF","Sub-Saharan Africa (excluding high income)","SSA","2018",1779091569617.59,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)","TSS","2022",2060531397309.08,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)","TSS","2021",1931458241338.34,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)","TSS","2020",1715842671714.99,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)","TSS","2019",1829596580378.4,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","T6","Sub-Saharan Africa (IDA & IBRD countries)","TSS","2018",1780679619928.75,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income","","2022",30110929970107.6,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income","","2021",28515803406297.6,"","",0
"NY.GDP.MKTP.CD","GDP (current US$)","XT","Upper middle income","","2020",23959410661464.3,"","",0
