"code_list","code_list_nm","agency_id","version","is_final","code_value","code_text"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","E4M","Major four euro area countries"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","G7","G7"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","G20","G20"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","G20XEU","G20 excl. European Union"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","G20OECD","G20 OECD countries"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","G20XOECD","G20 non-OECD economies"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","G20_A","G20 advanced economies"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","G20_E","G20 emerging economies"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EA","Euro area"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EA00","Euro area (evolving composition)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EA11","Euro area (11 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EA12","Euro area (12 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EA13","Euro area (13 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EA15","Euro area (15 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EA16","Euro area (16 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EA17","Euro area (17 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EA18","Euro area (18 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EA19","Euro area (19 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EA20","Euro area (20 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EA_X","Euro area unspecified"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EA00_X","Euro area (evolving composition) unspecified"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU","European Union"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU00","European Union (evolving composition)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU15","European Union (15 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU25","European Union (25 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU27","European Union (27 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU28","European Union (28 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU27_2020","European Union (27 countries from 01/02/2020)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU28XEU15","European Union 28 excluding European Union 15 countries"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU_X","European Union unspecified"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU00_X","European Union (evolving composition) unspecified"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EUOECD","European Union countries in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU13OECD","European Union (13 countries) in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU14OECD","European Union (14 countries) in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU19OECD","European Union (19 countries) in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU20OECD","European Union (20 countries) in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU21OECD","European Union (21 countries) in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU22OECD","European Union (22 countries) in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU22OECD_2020","European Union (22 countries) in OECD (from 01/02/2020)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EU23OECD","European Union (23 countries) in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECD","OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECD00","OECD (evolving composition)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECD26","OECD (26 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECD30","OECD (30 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECD31","OECD (31 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECD34","OECD (34 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECD35","OECD (35 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECD36","OECD (36 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECD37","OECD (37 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECD38","OECD (38 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECDXEA","OECD excluding the euro area"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECDXUSAJPNEA17","OECD countries except USA, JPN and euro area"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECDA","OECD America"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECDS","OECD Asia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECDSO","OECD Asia Oceania"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECDE","OECD Europe"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECDXG7","OECD smaller countries"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECD_X","OECD unspecified"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECD00_X","OECD (evolving composition) unspecified"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OECD_REP","OECD average country"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","WXOECD","Non-OECD economies"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","WXOECDXCHN","Non-OECD economies excluding China"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","AXOECD","Non-OECD America"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","A2XOECD","Non-OECD Northern America"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","A5XOECD","Non-OECD Central America and Caribbean"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","A7XOECD","Non-OECD South America"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","AXOECD_O","Other non-OECD America"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SXOECD","Non-OECD Asia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","S3_OXOECD","Non-OECD other Western Asia / Near and Middle East countries"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","S_OXOECD","Non-OECD other Asia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EXOECD","Non-OECD Europe"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OXOECD","Non-OECD Oceania"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","AFG","Afghanistan"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","ALA","Åland"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","ALB","Albania"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","DZA","Algeria"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","ASM","American Samoa"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","AGO","Angola"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","AND","Andorra"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","ATA","Antarctica"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","AIA","Anguilla"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","ATG","Antigua and Barbuda"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","ARG","Argentina"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","ARM","Armenia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","ABW","Aruba"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","AZE","Azerbaijan"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BHS","Bahamas"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BHR","Bahrain"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GGY","Bailiwick of Guernsey"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BGD","Bangladesh"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BRB","Barbados"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BLR","Belarus"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BLZ","Belize"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BEN","Benin"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BMU","Bermuda"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BTN","Bhutan"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BOL","Bolivia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BES","Bonaire, Saba, Saint Eustatius"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BIH","Bosnia and Herzegovina"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BWA","Botswana"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BVT","Bouvet Island"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BRA","Brazil"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","IOT","British Indian Ocean Territory"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","VGB","British Virgin Islands"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BRN","Brunei Darussalam"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BGR","Bulgaria"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BFA","Burkina Faso"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BDI","Burundi"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","CPV","Cabo Verde"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","KHM","Cambodia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","CMR","Cameroon"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","CYM","Cayman Islands"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","CAF","Central African Republic"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","TCD","Chad"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","CHN","China (People’s Republic of)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","CXR","Christmas Island"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","COM","Comoros"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","CCK","Cocos (Keeling) Islands"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","COG","Congo"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","COK","Cook Islands"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","CIV","Côte d’Ivoire"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","HRV","Croatia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","CUB","Cuba"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","CUW","Curaçao"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","CYP","Cyprus"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","PRK","Democratic People’s Republic of Korea"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","COD","Democratic Republic of the Congo"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","DJI","Djibouti"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","DMA","Dominica"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","DOM","Dominican Republic"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","ECU","Ecuador"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","EGY","Egypt"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SLV","El Salvador"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GNQ","Equatorial Guinea"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","ERI","Eritrea"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SWZ","Eswatini"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","ETH","Ethiopia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","FLK","Falkland Islands (Malvinas)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","FRO","Faroe Islands"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","FJI","Fiji"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GUF","French Guiana"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","PYF","French Polynesia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","ATF","French Southern and Antarctic Lands"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GAB","Gabon"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GMB","Gambia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GEO","Georgia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GHA","Ghana"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GIB","Gibraltar"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GRL","Greenland"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GRD","Grenada"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GLP","Guadeloupe"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GUM","Guam"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GTM","Guatemala"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GIN","Guinea"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GNB","Guinea-Bissau"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","GUY","Guyana"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","HTI","Haiti"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","HMD","Heard Island and McDonald Islands"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","VAT","Holy See"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","HND","Honduras"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","HKG","Hong Kong (China)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","IND","India"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","IDN","Indonesia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","IRN","Iran"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","IRQ","Iraq"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","IMN","Isle of Man"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","JAM","Jamaica"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","JEY","Jersey"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","JOR","Jordan"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","KAZ","Kazakhstan"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","KEN","Kenya"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","KIR","Kiribati"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","XKV","Kosovo"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","KWT","Kuwait"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","KGZ","Kyrgyzstan"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","LAO","Lao People’s Democratic Republic"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","LBN","Lebanon"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","LSO","Lesotho"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","LBR","Liberia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","LBY","Libya"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","LIE","Liechtenstein"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MAC","Macau (China)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MDG","Madagascar"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MWI","Malawi"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MYS","Malaysia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MDV","Maldives"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MLI","Mali"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MLT","Malta"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MHL","Marshall Islands"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MTQ","Martinique"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MRT","Mauritania"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MUS","Mauritius"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MYT","Mayotte"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","FSM","Micronesia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MDA","Moldova"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MCO","Monaco"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MNG","Mongolia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MNE","Montenegro"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MSR","Montserrat"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MAR","Morocco"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MOZ","Mozambique"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MMR","Myanmar"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","NAM","Namibia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","NRU","Nauru"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","NPL","Nepal"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","NCL","New Caledonia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","NIC","Nicaragua"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","NER","Niger"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","NGA","Nigeria"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","NIU","Niue"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","NFK","Norfolk Island"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MKD","North Macedonia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MNP","Northern Mariana Islands"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","OMN","Oman"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","PAK","Pakistan"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","PLW","Palau"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","PSE","Palestinian Authority or West Bank and Gaza Strip"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","PAN","Panama"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","PNG","Papua New Guinea"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","PRY","Paraguay"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","PER","Peru"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","PHL","Philippines"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","PCN","Pitcairn"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","PRI","Puerto Rico"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","QAT","Qatar"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","REU","Réunion"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","ROU","Romania"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","RUS","Russia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","RWA","Rwanda"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","BLM","Saint Barthélemy"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SHN","Saint Helena"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","KNA","Saint Kitts and Nevis"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","MAF","Saint Martin"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","LCA","Saint Lucia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SPM","Saint Pierre and Miquelon"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","VCT","Saint Vincent and the Grenadines"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","WSM","Samoa"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SMR","San Marino"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","STP","Sao Tome and Principe"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SAU","Saudi Arabia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SEN","Senegal"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SRB","Serbia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SYC","Seychelles"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SLE","Sierra Leone"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SGP","Singapore"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SXM","Sint Maarten"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SLB","Solomon Islands"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SOM","Somalia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","ZAF","South Africa"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SGS","South Georgia and the South Sandwich Islands"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.1","true","SSD","South Sudan"
